,text,label
2471,"Efficient, kind, informative.",[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.]
2472,"Efficient, knowledgeable, understanding.",[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2473,"Efficient, polite and effective.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2474,"Efficient, polite and well informed.",[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2475,"Efficient, professional, friendly, and exactly the service one hopes to receive during a time of health concerns.",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0.]
2476,"Efficient, professional, friendly, exactly what I wanted during a time of health uncertainty.",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0.]
2477,"Efficient, professional, well run.",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
2478,"Efficient, punctual and pleasant",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2479,"Efficient, reply to queries quickly, helpful..always a pleasure",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2480,"Efficient, respectful, informative and very professional.",[0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0.]
2481,"Efficient, timely and professional.",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
2482,"Efficient, very kind, sympathetic, listening marvelous.",[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
2483,Efficient. Kind.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2484,Efficient. Thorough. Courteous,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2485,"Eleanor was amazing, she helped me to understand why I was feeling a certain way and gave me the tools I needed to change my thought process without making me feel as though it was wrong - just not helping myself. She listened thoroughly and validated my feelings without encouraging them to continue. She provided a safe environment where I felt free to talk about anything without consequence or judgement. I feel as though I am now able to face the world with the same issues but a new mind set, and would 100% feel able to ask for help again in the future should I feel I need it. Thankyou so much!",[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0.]
2486,Electric doors as I’m in a large wheelchair had to have three staff members to hold doors open,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
2487,Elizabeth was Fantastic. She made it very easy to get organised and in touch with the correct people and services. Thank you.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2488,Ella was brilliant at explaining everything very kind.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2489,"Elvie and Melrose helped me get in contact with my next of kin while I didn’t have my phone. They were so kind.

Kristle was really helpful and patient with all our questions.

My HCAs were really nice and extremely helpful.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2490,"Email of new/different exercises being sent to me, which they weren't.",[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2491,Emails to be sent in a timely manner. I would receive emails with exercises a week after my appointment.,[1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2492,"Emily was fantastic! Just what I needed, right when I needed it. She allowed me to speak freely and get everything out that I needed too. I also felt very safe to speak openly. She was very compassionate and understanding and gave me great advice and a knowledge about my condition.",[0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 1. 0. 0.]
2493,"Emily was lovely with our daughter and us, didn’t make us feel under pressure and offered lots of positive help and advice",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.]
2494,Emily was so good ar her job and her explanations and empathy were top class.The care and attention was second to none.My medication was arranged very speedily. I am feeling very well and I am very grateful  for your care.,[0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 0.]
2495,Emily was very kind.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2496,"Emily was very understanding of my problems and most importantly easy to talk to, I don't usually feel 100% comfortable having these discussions and being able to open to Emily was an instant weight lifted off my shoulders. 

She was very transparent in answering all my questions and concerns and took the time to discuss many options and possibilities with me,

All in all she is great at what she does and I'm so glad to have found her",[0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0.]
2497,"Emma Hills, Macmillan Community Colorectal Nurse is amazing. She is in constant touch and I can drop her a text or email if I have any concerns. She keeps me updated with results from my bowel cancer surveillance tests and organises the next ones going forwards. Although we have never met face to face I feel like I know her and feel like she really looks after me. She's happy to answer any questions I may have and would always be my first port of call if I was worried.",[0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0.]
2498,Emma Hopley was very thorough and reliable and  took time to understand my child's needs.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2499,Emma and Claudia were both brilliant for all 3 of us and we have come away from our appointment feeling listened to.,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
2500,Emma and Steve were both excellent in helping me agree a termination settlement contract with my employer. I'm so grateful they were there to help guide me through this process.,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2501,Emma and Thereza are helpful and welcoming. They explained their observation and gave suggestions when asked. They were extremely patient with my son.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0.]
2502,"Emma was extremely understanding and I felt at ease with talking to her.
She made me understand how no matter what I could cope with my problems .",[0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1.]
2503,Emma was my nurse while i was staying there...emma was brilliant..whenever i needed her or any of the other nurses they were there to help and explain things to me...made me feel so relaxed.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2504,Emma was very friendly and had excellent advice.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.]
2505,Emma worked great with Lexie and I,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2506,"Emma’s assessment of my knee was thorough and advice offered was extremely helpful.
The exercise programme with Christina was exceptional.
She showed feel care when assisting all the exercising and importantly - was very encouraging even when progress seemed slow.  This more than anything inspired me to work daily on the exercise regime.
Thank you Ladies - you are amazing",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1.]
2507,Empathetic and respectful.,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
2508,Empathetic staff - explained everything so well.,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 0.]
2509,"Empathy, care, compassion and risk awareness. All exceptional.",[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.]
2510,Employ more compassionate people with knowledge about autism and mental health crisis and learn more about alternative coping strategies because many people coming into the service already have tried all the basic things.,[0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 0. 1. 0. 0. 1.]
2511,Employ more staff who are kind and understanding,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
2512,Employ people that know the job.,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2513,"Employ people who actually listen to what is being said to them so they can give helpful suggestions that make sense with what has been said. 

It is very patronizing to hear someone constantly do a loud ""mmm"" as if they understand constantly through a sentence or worse say ""I see"" when clearly they havn't a clue!",[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
2514,Employ staff that understand their role and the duty of care that is required with it!,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2515,Encourage more interactions with other participants.,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2516,Encourage participants to engage more together i did ONLINE COURSE - when you are alone most of the time experience depression SOME People want to hear and share others experiences etc  Apart from the tutors I just looked at SIX blank circles con line I know everyone doesn’t want to show themselves but encouragement would help. I also found Tutors very good but some of the time they just repeated suggestions/answers BUT in a different way / I found this annoying wanting the second tutor to go on to another subject.  Hope this helps the way forward,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
2517,Encouraged by MHAH/HTT. Letting me know of CMHS. Signposted me to relevant courses.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
2518,Encouraged to go to gym to improve mental health.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
2519,Encouragement from HTT. Access to CMHS. Helpful staff.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2520,Encouragement from HTT. Helpful staff.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2521,End-to-end clear and easy process with excellent staff covering everyone I saw.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
2522,Endless texts before the appointment,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2523,Engage more with each patient as an individual.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
2524,Engage more with me. Try to listen to the patient,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
2525,Engaged my stay on ward. Lovely staff.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2526,Engaged well with son and were very reflective to how he presented. They were both very understanding.,[0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
2527,Engaged with me completely and questions answered or explained if not clear.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2528,Engaging and interesting.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
2529,Engaging.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2530,English is not my First language. some times its hard to understand and  i missed some important things,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2531,"Enjoyable environment for myself and my child 
Very happy with staff and the effort they put in",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2532,"Enjoyable hearing test with lots of encouragement and praise. Patient and understanding, many thanks.",[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
2533,"Ensuites, cleaner more up to date, bathrooms are depressing.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2534,"Ensure all sessions include breaks as an hour and a half is a long time to concentrate on a Zoom call

Be clear about how much time is allocated for participants to speak",[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
2535,Ensure instructions correct.,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2536,Ensure phone calls are made if changing appointment days,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
2537,Ensure that wait times are quicker. Have an appointment system that is more efficient.,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2538,Ensure the patient always understands what is being explained,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2539,Ensure the waits are not long for those with pre booked appointments,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2540,Ensure trust and better people are taking the phone calls,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2541,Ensure you manage the expectations of those using the service carefully.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2542,"Ensured discharge report was comprehensive (missed info on MRI brain scan)

Small point: window blind only has 2 positions up/down, no interim position",[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2543,Entertaining nice people,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2544,Entrance staff were very nice and polite. Reception staff were also very polite. I liked the refreshment of water. All nursing staff and consultants are very nice too.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2545,"Eric was friendly, helpful and cheerful.  He made the booking process enjoyable.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2546,Erica my OT was very helpful and undersanding and help me reach my goal,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0.]
2547,"Erica my therapist is a credit to your department.
Unfortunately for me I've had some issues with health and missed sessions. I have at this moment flu/ chest infection. I am seeing my doctor to discuss my mental health and ask that she refers me again once I am fully recovered.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
2548,Erratic time staff shortage,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2549,Escorted me out (I was given directions but not escorted out) from basement,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2550,Eunice was very kind and patient with me took time to explain things to me.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2551,"Evaluate patience on a case by cases basis and be open minded to exploring solutions beyond the status quo of the script. 
Behavioral therapy is not a universal solution, it is a fragment of a puzzle which brings a larger picture and left alone like this does more damage than good.
Have more staff.
Have more professional psychiatrists on staff availability.
Do not resort to anti depressants or sleeping pills as an immediate reaction to the problem.
Acknowledge that the problem with Mental Health is a big one in this country and it needs a level of attention and care beyond passing the buck. I have more faith in private health care than the NHS, that is not an opinion which brings a united country together, faith in the system has been lost.

Lastly how is the gender identity relevant to the feedback form ? The only criteria requiring that information is that of segregation of priority,  demographics should not influence the right of a person yet it clearly is part of it.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
2552,"Even better listening skills, a solution focused approach",[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
2553,Even though I pointed  out when booking the appt that my consultant would need to source my scans from my referring consultant this did not happen rendering the appt completely pointless. Meaning  I had to schedule a second appt which the Cleveland had the audacity to try and charge me for. Awful. Shelley in your customer experience for saved the day but the whole experience was very upsetting.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2554,"Even though my actual procedure was very scary everyone at the clinic are amazing! Helpful, polite, considerate & very friendly! They helped me get through it! 

The Cleveland clinic building is a beautiful building & I was lucky to see the view in the best room on the 5th floor - Buckingham palace & the food was lovely especially the Victoria sponge! 

I hope to never return as the amazing surgeons have fixed me but I would highly recommend the Cleveland clinic!",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1.]
2555,"Even though the cap on 20 sessions felt big at the start, towards the end I felt like I had become comfortable enough to uncover some deep thoughts that I couldn’t then shake off, but as time was up I was unable to explore these.",[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2556,Eventually became good but took too long. 3 different Physiatrists within a few weeks. Not good for patient care continuity.,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2557,"Everthing was carried out efficiently, smoothly and in a friendly comforting manner.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2558,Every SLT worker we’ve met has always treated us and Arthur with the upmost respect. They’ve all been extremely welcoming and very patient. They always bring the best out of Arthur which stuns me at times as on occasions he’ll do things or say something I didn’t know he could. It’s always a pleasure attending SLT sessions.,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
2559,Every aspect of my treatment was delivered in a sympathetic and professional manner.,[0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0.]
2560,Every assistance was given,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2561,Every doctor and staff was 100%.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
2562,Every experience I have had with the surgery has been very good. I am always treated with respect and fully involved in my care and treatment.,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
2563,"Every individual is different, I know that your service is very overwhelmed but they got to treat every single person different for what they need. 
I was discharged when I was still needing care and brought back into the service later on. 
I witnessed patients drinking outside the hospital when they should of been in care.",[0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
2564,"Every member of staff (whatever their role) was kind, courteous, approachable, which all made me feel at ease and have confidence in my treatment.",[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2565,"Every member of staff I encountered was professional, friendly and attentive. 

The high quality of the environment (room, corridors and operating theatre) gave me a strong level of confidence in the safety and professionalism of the hospital in general, and in the procedure itself. 

The hospital had a very calm atmosphere. I felt very comfortable and supported throughout my whole stay.",[0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0.]
2566,"Every member of staff I met during my stay were incredibly caring, kind, and professional. Everybody from the nurses and doctors (who I unsurprisingly had the most contact with) to the kitchen team and housekeepers were very nice and seemed intent on making me feel at home here.",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0.]
2567,"Every member of staff from the front of house to my consultant were so kind and I didn't feel like a second rate citizen as I was being seen on the nhs. I was treated with the utmost respect.
The staff in the recovery of the cath lab namely Christine  and Christine were so kind as I was quite poorly and treated me so fondly wonderful overall care.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2568,Every member of staff has been wonderful!,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
2569,Every member of staff was kind and helpful,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2570,"Every member of staff was kind, courteous and informative. They discussed my procedure in detail and answered all my questions. My care was second to none,",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2571,"Every member of staff,  regardless of their role, was pleasant, caring, helpful and reassuring.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1.]
2572,"Every member of the team were very welcoming, friendly and made me feel at ease, I felt treated like a person rather than a number on a sheet of paper. Very professional staff that go that extra mile.",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1.]
2573,Every member of this team gave absolutely excellent service including the people our son spoke to on the phone when he was suicidal and the nurses who came in each day. They dealt with us as a family professionally and supportively in a very difficult time. We couldn’t have got through this experience without them. We were very impressed with the speed of seeing the psychiatrist and this was crucial in getting our son on to new medication to stabilise his mental health.,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0.]
2574,"Every part of experience has been amazing! All the staff and facilities, as well as the speed and timeliness of service havd been excellent.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
2575,"Every part of the experience put me at my ease, the clinic is state of the art, and very welcoming at the same time.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2576,Every person I encountered behaved very professionally.,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
2577,"Every person from those who greeted me upon arrival to the nurses, doctors, porters, cleaners and everyone else were incredibly friendly, helpful, caring and gave exceptional service. I cannot speak highly enough about the care given. The hospital is well appointed with great facilities. Thank you!",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2578,Every single member of staff I met on my visit were just lovely- so polite and friendly and so helpful. The hospital is spotlessly clean and really nicely fitted out. I would have no hesitation in recommending both my consultant and the hospital in general to anyone.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2579,Every single member of staff have been so kind and compassionate towards me and treated me with respect.,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.]
2580,"Every single member of staff on the 4th floor including the caters and cleaners were amazing, they were always polite and very helpful
They shown lots of empathy and always made sure I was ok.
The other really lovely and reassuring thing was all the staff got on with each other really well and worked as a team
I would definitely recommend a stay here.",[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0.]
2581,"Every single member of staff was courteous, helpful and professional and even those not dealing with me specifically, offered their assistance should I need it.  Excellent !",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0.]
2582,Every single person I came into contact with at the Cleveland was exceptional.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
2583,"Every single person, from the staff at the door, reception to the Consultant himself acted impeccably and made me feel welcome and comfortable. Top notch service.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2584,Every single staff member was compassionate and went overboard to help me. The whole team tried their best. I’m sorry there was so much bureaucracy to circumvent but I am relieved I found you. I am the lucky one.,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
2585,"Every single staff member was highly efficient, fully focussed and excellent at their job. Facilities were uniformly state of the art, and new.",[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2586,"Every staff member I interacted with was helpful, polite and respectful towards me. They really transform bad situations into much more manageable ones. But more than this, they make you feel like family for however long you stay.",[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0.]
2587,"Every stall had very experienced and friendly staff. There was lots of extremely useful information, which we will find very useful. Fantastic service, thank you.",[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0.]
2588,Every step of the way I was treated well. Staff were courteous and helpful.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2589,"Every step of the way I was treated with courtesy and kindness which started from the moment I walked through the door of 33 Grosvenor Place. Without exception, all staff members were utterly professional, but also friendly,  in their approach,  and I was given a great sense of confidence from arrival to departure. I would not be more grateful for the treatment I received.",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0.]
2590,"Every step of the way was professional being informed when Kathryn was going into the nursery, and then I was going to receive a call with her feedback, even though I wasn’t there, for the assessment felt reassured to what exactly she was looking at and what she done with my daughter that day",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1.]
2591,Every thing from initial meeting to last visit has been a smooth process all care provided has been professional and clearly explained,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
2592,Every thing happened exactly as was described and explained,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2593,Every thing was fine.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
2594,"Every time I called up your phone service I always got someone quite rude and dismissive - I was told to stop crying which isn't what I need when I'm in a crisis. 
I get this experience quite often when I phone up.",[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
2595,Every time I leave with clear and helpful treatment. I am always treated very well and helped. Always makes me relaxed and at ease.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
2596,Every time good help my problem for help.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2597,Every time help for me change my problems.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2598,Every time help me change my problems.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2599,"Every time someone phoned me I was worried and anxious as I knew they were going to be rude to me, they need to learn how to talk with people. I work in care and we are responsible to keep a high standard for people, I never experienced this in my care",[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2600,Everybody I interacted with went the extra mile to ensure my comfort and a good outcome.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2601,Everybody asked me questions before decisions. I was totally involved before any change regarding my care. Thank you.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
2602,Everybody been nice,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2603,Everybody from start to finish made me feel “cared for”,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2604,Everybody from the surgeon to the nurses were fantastic and treated me very well throughout my stay.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2605,Everybody gave as much help as they could.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2606,Everybody good.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
2607,Everybody is kind and friendly. Answered anything you asked. Done everything they possibly do for me.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2608,Everybody is lovely,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2609,Everybody was calm and professional.,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1.]
2610,"Everybody was concerned as to my wellbeing - all of the caregivers were kind, gave their time and help with a smile on their face, and seemed genuinely concerned regarding my recovery from such a big operation",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2611,"Everybody was excellent, I can’t give them enough praise",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
2612,Everybody was friendly and caring. I’d got caught in a heavy rain storm and arrived dripping wet but the staff rushed to fetch me a towel and did their best to make me feel comfortable.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2613,Everybody was friendly and considerate. The consultant was only a few minutes late and he was very thorough and personable. His explanations were clear. I left feeling reassured that I was in good hands.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1.]
2614,"Everybody was friendly and helpful, I had 2 nurses looking after me Jezel& Kayleigh they were very good and pleasant as well as Monica who was the first one I saw. All of them were excellent.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2615,Everybody was kind and efficient. Changing dates and locations for appointments was done without any problems.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2616,"Everybody was made to feel very welcome and part of the whole event, thank you.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2617,"Everybody was professional, attentive and kind. The whole experience was very good apart from the catering which was very slow and did not always deliver what was requested.",[0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0.]
2618,Everybody was very kind,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2619,"Everybody was very kind, explained everything.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.]
